100006592,Bloodlines,Richard Matheson/Mark Dawidziak,1,520,2007,10413,,12
100006593,The Adventures of Sherlock Holmes,Arthur Conan Doyle,1,189,2004,10414,,7
100006594,The Life and Times of Scrooge McDuck,Don Rosa,1,266,2005,10415,323,6
100006595,The Life and Times of Scrooge McDuck Companion,Don Rosa,1,208,2006,10415,217,5
100006596,Uncle Scrooge #359,Don Rosa/Carl Barks/Lars Jensen/Pat McGreal/Carol McGreal/Frank Jonker/Romano Scarpa/Mau Heymans/José Massaroli,1,64,2006,10415,,2
100006597,Lonely Planet Londres,Lonely Planet/Sarah Johnstone/Tom Masters,9,480,2006,10416,,15
100006598,Te Kaihau: The Windeater,Keri Hulme,1,239,1987,10417,524,12
100006599,1912 Manuscript on the Special Theory of Relativity,Albert Einstein/Hanoch Gutfreund,1,174,2004,10418,,7
100006600,It's Easy Being Green: A Handbook for Earth-Friendly Living,Crissy Trask/Mike Clelland,1,168,2006,10419,,5
100006601,Essence and Alchemy: A Natural History of Perfume,Mandy Aftel,1,256,2007,10419,,7
100006602,Sudden Fiction: American Short-Short Stories,Robert Shapard/James Thomas,1,264,1983,10419,501,12
100006603,Kokopelli: The Magic  Mirth  and Mischief of an Ancient Symbol,Dennis Slifer/R. Carlos Nakai,1,240,2007,10419,396,6
100006604,The Big Book of Boy Stuff,Bart King/Chris Sabatino,1,292,2004,10420,720,9
100006605,Surfer's Code: Twelve Simple Lessons For Riding Through Life,Shaun Tomson/Patrick Moser,1,192,2006,10420,,6
100006606,The Medium is the Massage,Marshall McLuhan/Quentin Fiore/Jerome Agel,1,160,2001,10421,,6
100006607,Understanding Media: The Extensions of Man,Marshall McLuhan/W. Terrence Gordon/Philip B. Meggs,1,616,2003,10421,439,15
100006608,Bleach  Tome 1: The Death and the Strawberry,Tite Kubo,3,192,2003,10422,641,8
100006609,Gunnm Last Order  Tome 01,Yukito Kishiro,3,200,2002,10422,,5
100006610,Hana Yori Dango: Le jeu da la fin du monde 1 (Boys Over Flowers  #1),Yōko Kamio/神尾葉子,3,212,2003,10422,45,7
100006611,Hana Yori Dango 3 (Boys Over Flowers  #3),Yōko Kamio/神尾葉子,3,185,2003,10422,,9
100006612,Hana Yori Dango 2 (Boys Over Flowers  #2),Yōko Kamio/神尾葉子,3,171,2003,10422,,8
100006613,Nausicaä De La Vallée Du Vent  Tome 4,Hayao Miyazaki,3,144,2001,10422,,4
100006614,Nausicaä de la vallée du vent  tome 3,Hayao Miyazaki,3,144,2001,10422,,7
100006615,Blame! #1,Tsutomu Nihei,3,245,2000,10422,,6
100006616,Lamu: Urusei Yatsura  3,Rumiko Takahashi,9,416,2005,10422,,11
100006617,Things Fall Apart: An Adapted Classic,Chinua Achebe,1,113,2000,10423,,4
100006618,Zen in Your Garden,Jenny Hendy,1,128,2003,10424,,5
100006619,Refuge (Outlanders  #36),James Axler,1,346,2006,10425,87,7
100006620,Hydra's Ring (Outlanders  #39),James Axler,1,348,2006,10425,433,12
100006621,Omega Path (Outlanders  #4),James Axler,1,352,1998,10425,263,8
100006622,Savage Sun (Outlanders  #3),James Axler,1,352,1997,10425,804,15
100006623,Father to Son  (The Destroyer  #129),Warren Murphy/Richard Sapir/James Mullaney,1,349,2002,10425,466,14
100006624,Five Rings of Fire (Able Team  #11),Tom Arnett/Dick Stivers/Don Pendleton,1,1,1984,10425,,1
100006625,The Christmas Story,Jane Werner Watson/Eloise Wilkin,1,24,2000,10426,,1
100006626,I Can Fly,Ruth Krauss/Mary Blair,1,24,2003,10426,,1
100006627,The Monster at the End of this Book,Jon Stone/Michael J. Smollin,1,32,2004,10426,,1
100006628,The Empire of Ice Cream,Jeffrey Ford/Jonathan Carroll,1,320,2006,10427,106,9
100006629,The Fantasy Writer's Assistant and Other Stories,Jeffrey Ford,1,247,2002,10427,135,6
100006630,A Walk in the Woods (Stickerific),Walt Disney Company,1,16,2001,10428,,1
100006631,Disney's Beauty and the Beast (A Little Golden Book),Teddy Slater/Ron Dias/Ric González,1,24,2004,10428,,2
100006632,Walt Disney's Peter Pan (A Little Golden Book),Walt Disney Company/Al Dempster,1,24,2007,10428,,2
100006633,Die Umarmung des Todes,Natsuo Kirino,4,607,2003,10429,,21
100006634,Schöne Lügen,Rachel Ryan/Sandra Brown,4,255,2001,10429,,11
100006635,Kopfüber ins Glück,Anna Maxted,4,512,2003,10429,442,12
100006636,Der Sohn von Shannara,Terry Brooks/Tony Westermayr,4,224,2000,10429,555,6
100006637,Die Tagebücher einer Nanny,Emma McLaughlin/Nicola Kraus,4,344,2003,10429,,12
100006638,Das Zauberer-Handbuch - Die Magische Welt der Joanne K. Rowling von A bis Z,Allan Zola Kronzek,4,304,2001,10429,,9
100006639,Die Flucht der Waisen (Die Orphan-Saga  #5),V.C. Andrews/Susanne Althoetmar-Smarczyk,4,349,2002,10429,577,11
100006640,Dornen des Glücks (Das Erbe von Foxworth Hall  #3),V.C. Andrews/Michael Görden,4,412,2002,10429,665,14
100006641,Die Naschkatzen,Jennifer Crusie,4,480,2001,10430,,22
100006642,A Scanner Darkly,Philip K. Dick,1,219,2006,10431,,7
100006643,The Dream Master,Roger Zelazny,1,160,2010,10431,741,8
100006644,The Rediscovery of Man,Cordwainer Smith,1,368,1999,10431,699,8
100006645,Flow My Tears  the Policeman Said,Philip K. Dick,1,204,2001,10431,90,10
100006646,The Last Hero: A Discworld Fable (Discworld  #27),Terry Pratchett/Paul Kidby,1,160,2001,10431,329,4
100006647,Martian Time-Slip,Philip K. Dick,1,226,1999,10431,207,5
100006648,Stand on Zanzibar,John Brunner,1,672,1999,10431,,16
100006649,A Sudden Wild Magic,Diana Wynne Jones,1,380,1997,10432,732,15
100006650,Candy Girl: A Year in the Life of an Unlikely Stripper,Diablo Cody,1,212,2007,10433,284,5
100006651,The Dark Descent  Vol 1: The Color of Evil,David G. Hartwell,1,304,1990,10434,,9
100006652,Riley in the Morning,Sandra Brown,1,224,2008,10435,,10
100006653,The Complete Works,William Shakespeare,1,1248,1991,10436,,37
100006654,Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities,Charles Dickens,1,848,1993,10436,849,39
100006655,Complete Poems (Library of Classic Poets),Edgar Allan Poe,1,128,2001,10436,,3
100006656,Anne of the Island and Tales of Avonlea,L.M. Montgomery,1,573,1991,10436,,18
100006657,Mark Twain: Selected Works,Mark Twain,1,690,1990,10436,,23
100006658,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy  #1-5),Douglas Adams,1,815,2005,10437,,28
100006659,Treasure Island,Robert Louis Stevenson/Milo Winter,1,272,2002,10437,721,6
100006660,Little Women,Louisa May Alcott/Jessie Willcox Smith/Frank T. Merrill,1,389,2002,10437,,8
100006661,The Complete Novels,Jane Austen/Hugh  Thomson,1,1103,1995,10437,,53
100006662,Jane Austen: The Complete Novels,Jane Austen,1,1103,1994,10437,,46
100006663,The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,1,334,2001,10437,124,9
100006664,A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,Karen Armstrong,1,460,2004,10437,,12
100006665,Alice in Wonderland,Lewis Carroll/Jane Carruth/Rene Cloke,1,92,2004,10437,891,4
100006666,The Complete Brothers Grimm Fairy Tales,Jacob Grimm/Wilhelm Grimm,1,680,2006,10437,788,18
100006667,Just So Stories,Rudyard Kipling,1,210,2003,10437,57,6
100006668,The Shell Seekers,Rosamunde Pilcher,1,530,2004,10437,622,26
100006669,A Christmas Carol and The Night Before Christmas,Charles Dickens/Clement C. Moore/Arthur Rackham,1,156,2006,10437,,4
100006670,Three Complete Novels: Howards End  A Room with a View  Where Angels Fear to Tread,E.M. Forster/Neil Felshman,1,503,1993,10437,58,18
100006671,Nothing Lasts Forever,Sidney Sheldon,1,384,1995,10438,,20
100006672,The 36-Hour Day: A Family Guide to Caring for Persons with Alzheimer Disease  Related Dementing Illnesses  and Memory Loss in Later Life,Nancy L. Mace/Peter V. Rabins,1,624,2006,10439,310,18
100006673,Emergence: Labeled Autistic,Temple Grandin/Margaret M. Scariano,1,200,1996,10440,44,8
100006674,The Rescue,Nicholas Sparks,1,352,2005,10440,559,17
100006675,A Bend in the Road,Nicholas Sparks,1,341,2005,10440,,18
100006676,True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks,1,465,2006,10440,327,17
100006677,Three Weeks With My Brother,Nicholas Sparks/Micah Sparks,1,368,2006,10440,598,19
100006678,Message in a Bottle,Nicholas Sparks,1,370,1999,10440,,14
100006679,A Walk to Remember,Nicholas Sparks,1,240,2004,10440,,5
100006680,Original Sin (Adam Dalgliesh #9),P.D. James,1,511,2005,10440,25,14
100006681,The Burden of Proof (Kindle County Legal Thriller #2),Scott Turow,1,608,2000,10440,7,15
100006682,The Laws Of Our Fathers (Kindle County Legal Thriller #4),Scott Turow,1,817,1997,10440,394,38
100006683,Cane River,Lalita Tademy,1,522,2002,10440,912,11
100006684,Where the Heart Is,Billie Letts,1,376,1998,10440,,11
100006685,The Big Bad Wolf  (Alex Cross  #9),James Patterson/مریم کاظمی‌تبار,1,400,2004,10440,579,10
100006686,The Beach House,James Patterson/Peter de Jonge,1,356,2003,10440,,10
100006687,Stormy Weather,Carl Hiaasen,1,388,2001,10440,,17
100006688,Basket Case,Carl Hiaasen,1,400,2005,10440,,11
100006689,Sick Puppy,Carl Hiaasen,1,464,2005,10440,,13
100006690,Double Whammy (Skink #1),Carl Hiaasen,1,404,2005,10440,896,13
100006691,Strip Tease,Carl Hiaasen,1,464,2005,10440,,13
100006692,Basket Case,Carl Hiaasen,1,413,2003,10440,875,19
100006693,Skinny Dip (Mick Stranahan #2),Carl Hiaasen,1,496,2006,10440,690,20
100006694,The Tenth Insight: Holding the Vision (Celestine Prophecy  #2),James Redfield,1,256,1998,10440,,12
100006695,The Celestine Prophecy,James Redfield/Lou Diamond Phillips,1,1,2006,10440,870,1
100006696,2nd Chance (Women's Murder Club  #2),James Patterson/Andrew Gross,1,400,2005,10440,,10
100006697,1st to Die (Women's Murder Club  #1),James Patterson,1,424,2005,10440,309,20
100006698,Jack & Jill (Alex Cross  #3),James Patterson,1,466,2003,10440,947,11
100006699,Cat & Mouse (Alex Cross #4),James Patterson,1,432,2003,10440,575,10
100006700,Along Came a Spider (Alex Cross  #1),James Patterson,1,449,2003,10440,642,17
100006701,Honeymoon (Honeymoon  #1),James Patterson/Howard Roughan,1,406,2007,10440,,11
100006702,Kiss the Girls (Alex Cross  #2),James Patterson,1,481,2000,10440,426,25
100006703,The Thomas Berryman Number,James Patterson,1,272,1996,10440,,9
100006704,The Angel Experiment (Maximum Ride  #1),James Patterson,1,445,2006,10440,,15
100006705,3rd Degree (Women's Murder Club  #3),James Patterson/Andrew Gross,1,352,2005,10440,515,13
100006706,When the Wind Blows (When the Wind Blows  #1),James Patterson,1,416,2000,10440,884,21
100006707,Bless Me  Ultima,Rudolfo Anaya,1,290,1999,10440,,10
100006708,Kitty Goes to Washington (Kitty Norville  #2),Carrie Vaughn,1,342,2006,10440,,7
100006709,Kitty and the Midnight Hour (Kitty Norville #1),Carrie Vaughn,1,259,2005,10440,762,9
100006710,Kitty Takes a Holiday (Kitty Norville  #3),Carrie Vaughn,1,303,2007,10440,,7
100006711,At First Sight (Jeremy Marsh & Lexie Darnell  #2),Nicholas Sparks,1,204,2006,10440,,6
100006712,The Guardian,Nicholas Sparks,1,400,2005,10440,,10
100006713,The Younger Gods (The Dreamers  #4),David Eddings/Leigh Eddings,1,420,2007,10440,,13
100006714,The Totem,David Morrell,1,448,2003,10440,,19
100006715,The League of Night and Fog (Mortalis  #3),David Morrell,1,448,2003,10440,382,22
100006716,The Book of the Dead  (Pendergast  #7; Diogenes  #3),Douglas Preston/Lincoln Child/Scott Brick,1,1,2006,10440,,1
100006717,The Wheel of Darkness (Pendergast  #8),Douglas Preston/Lincoln Child,1,1,2007,10440,665,1
100006718,Death of a Charming Man (Hamish Macbeth  #10),M.C. Beaton,1,176,1995,10440,,4
100006719,Back Bay (Peter Fallon  #1),William Martin,1,532,1992,10440,330,11
100006720,Jackie After Jack: Portrait of the Lady,Christopher Andersen/Christopher Andersen,1,592,1999,10440,327,13
100006721,Death of a Perfect Wife (Hamish Macbeth  #4),M.C. Beaton,1,175,2006,10440,,4
100006722,Barrel Fever and Other Stories,David Sedaris/Amy Sedaris,1,3,2001,10440,,1
100006723,The Barbed Coil,J.V. Jones,1,667,1999,10440,,16
100006724,Night Train to Memphis (Vicky Bliss  #5),Elizabeth Peters,1,368,1995,10440,89,14
100006725,The White Wolf's Son: The Albino Underground (Elric & Oona Von Bek  #3),Michael Moorcock,1,432,2006,10440,156,12
100006726,Love Beyond Reason,Rachel Ryan/Sandra Brown,1,272,2005,10440,,9
100006727,Words of Silk,Erin St. Claire/Sandra Brown,1,224,2005,10440,481,8
100006728,Not Even for Love,Erin St. Claire/Sandra Brown,1,208,2004,10440,871,5
100006729,Exclusive,Sandra Brown,1,496,1997,10440,,13
100006730,A Kiss Remembered,Erin St. Claire/Sandra Brown,1,224,2003,10440,688,5
100006731,Prime Time,Rachel Ryan/Sandra Brown,1,256,1995,10440,670,10
100006732,The Secret of Shambhala: In Search of the Eleventh Insight (Celestine Prophecy  #3),James Redfield,1,256,2001,10440,,10
100006733,The Celestine Vision: Living the New Spiritual Awareness,James Redfield,1,288,1999,10440,,10
100006734,Curries Without Worries,Sudha Koul/Warner Books,1,160,1996,10440,,5
100006735,The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly,1,432,2006,10440,419,10
100006736,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly,1,510,2002,10440,,14
100006737,The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly,1,482,2002,10440,255,11
100006738,The Talbot Odyssey,Nelson DeMille,1,544,1991,10440,,16
100006739,The Lion's Game (John Corey  #2),Nelson DeMille,1,720,2002,10440,,24
100006740,Word of Honor,Nelson DeMille,1,880,1998,10440,579,20
100006741,Plum Island (John Corey  #1),Nelson DeMille,1,592,2002,10440,251,17
100006742,Many Lives  Many Masters: The True Story of a Prominent Psychiatrist  His Young Patient  and the Past Life Therapy That Changed Both Their Lives,Brian L. Weiss,1,217,1996,10440,,6
100006743,Alien,Alan Dean Foster,1,270,1979,10440,,7
100006744,The Wheel of Darkness (Pendergast  #8),Douglas Preston/Lincoln Child,1,388,2007,10440,644,10
100006745,Still Life With Crows (Pendergast  #4),Douglas Preston/Lincoln Child,1,564,2004,10440,,13
100006746,Cocolat: Extraordinary Chocolate Desserts,Alice Medrich/Patricia Brabant,1,192,1990,10440,,5
100006747,The Autobiography of Martin Luther King  Jr.,Martin Luther King Jr./Clayborne Carson,1,400,2001,10440,684,10
100006748,Naked,David Sedaris/Amy Sedaris,1,3,2001,10440,155,1
100006749,Where There's Smoke,Sandra Brown,1,512,1994,10441,,13
100006750,Seduction by Design,Erin St. Claire/Sandra Brown,1,224,2002,10441,365,9
100006751,When the World Was Steady,Claire Messud,1,270,1995,10442,,14
100006752,Granta 7,Bill Buford/Clive Sinclair/Graham Swift/Martin Amis/Rose Tremain/A.N. Wilson/Pat Barker/Julian Barnes/Ursula Bentley/William Boyd/Buchi Emecheta/Alan Judd/Maggie Gee/Kazuo Ishiguro/Adam Mars-Jones/Ian McEwan/Shiva Naipaul/Philip Norman/Christopher Priest/Salman Rushdie/Lisa St. Aubin de Terán,1,320,2013,10443,,10
100006753,Money to Burn,Ricardo Piglia/Amanda Hopkinson,1,209,2004,10444,528,6
100006754,Rodinsky's Room,Rachel Lichtenstein/Iain Sinclair,1,362,2000,10444,,14
100006755,The Cognitive Style of PowerPoint: Pitching Out Corrupts Within,Edward R. Tufte,1,31,2006,10445,,2
100006756,Beautiful Evidence,Edward R. Tufte,1,213,2006,10446,843,11
100006757,Galápagos,Kurt Vonnegut Jr.,3,282,1994,10447,550,9
100006758,L'Orient  c'est l'Orient,T. Coraghessan Boyle,3,370,1993,10447,40,10
100006759,Some Ether,Nick Flynn,1,85,2000,10448,815,2
100006760,American Sublime: Poems,Elizabeth Alexander,1,96,2005,10448,,3
100006761,Heart of Darkness,Joseph Conrad,1,188,2003,10449,498,5
100006762,The Last Joy,Knut Hamsun/Sverre Lyngstad,1,250,2002,10449,,11
100006763,Mutants & Masterminds: RPG,Steve Kenson/Ramón Pérez,1,253,2005,10450,,8
100006764,The Mistress Manual: The Good Girl's Guide to Female Dominance,Mistress Lorelei,1,220,2000,10451,,5
100006765,The Zebra Wall,Kevin Henkes,1,147,2005,10452,618,5
100006766,The Whipping Boy,Sid Fleischman/Peter Sís,1,90,2003,10452,,3
100006767,Conrad's Fate (Chrestomanci  #5),Diana Wynne Jones,1,400,2006,10452,523,9
100006768,Amelia Bedelia 50th Anniversary Library: Amelia Bedelia  Amelia Bedelia and the Surprise Shower  and Play Ball  Amelia Bedelia,Peggy Parish/Various,1,96,2012,10452,596,4
100006769,Merry Christmas  Amelia Bedelia,Peggy Parish/Lynn Sweat,1,64,2002,10452,812,2
100006770,Amelia Bedelia Goes Camping,Peggy Parish/Lynn Sweat,1,64,2003,10452,893,2
100006771,Teach Us  Amelia Bedelia,Peggy Parish/Lynn Sweat,1,64,2004,10452,,2
100006772,Amelia Bedelia Helps Out,Peggy Parish/Lynn Sweat,1,64,2005,10452,,3
100006773,Lilly's Big Day,Kevin Henkes,1,40,2006,10452,434,2
100006774,Chester's Way,Kevin Henkes,1,32,1997,10452,,1
100006775,Julius  the Baby of the World,Kevin Henkes,1,32,1995,10452,,2
100006776,The Pinhoe Egg  (Chrestomanci  #6),Diana Wynne Jones,1,515,2006,10452,,11
100006777,The Chronicles of Chrestomanci  Vol. 1 (Chrestomanci  #1-2),Diana Wynne Jones,1,598,2007,10452,252,12
100006778,Instead of Three Wishes,Megan Whalen Turner,1,160,2006,10452,895,5
100006779,The King of Attolia (The Queen's Thief  #3),Megan Whalen Turner,1,387,2006,10452,,20
100006780,Criss Cross,Lynne Rae Perkins,1,337,2005,10452,,17
100006781,From Hinton to Hamlet: Building Bridges between Young Adult Literature and the Classics,Sarah K. Herz/Donald R. Gallo,1,256,2005,10453,,12
100006782,The Fantastic Vampire: Studies in the Children of the Night: Selected Essays from the Eighteenth International Conference on the Fantastic in the Arts,James Craig Holte,1,176,2002,10454,184,4
100006783,A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford,1,928,2005,10455,545,21
100006784,The Autobiography of Henry VIII: With Notes by His Fool  Will Somers,Margaret George,1,939,1998,10455,,22
100006785,Something Blue (Darcy & Rachel  #2),Emily Giffin,1,338,2006,10455,,10
100006786,7 hábitos de las familias altamente efectivas,Stephen R. Covey,9,412,2003,10456,,10
100006787,La Emperatriz tras el velo (Trilogía Taj Mahal  #1),Indu Sundaresan/Alberto Coscarelli,9,382,2003,10457,835,9
100006788,The Mysteries of Sherlock Holmes,Arthur Conan Doyle/Paul Bachem,1,218,1996,10458,884,8
100006789,Who Was John F. Kennedy?,Yona Zeldis McDonough/Nancy Harrison/Jill Weber,1,112,2004,10458,96,4
100006790,Anne of Avonlea,L.M. Montgomery/Clare Sieffert,1,315,1990,10458,338,9
100006791,Who Was William Shakespeare?,Celeste Davidson Mannis/John   O'Brien,1,105,2006,10458,,3
100006792,Lara's Leap of Faith (The Royal Ballet School Diaries  #2),Alexandra Moss/Veronica Bennett,1,144,2005,10458,520,5
100006793,Isabelle's Perfect Performance (The Royal Ballet School Diaries  #3),Alexandra Moss,1,144,2005,10458,426,3
100006794,Boys or Ballet? (Royal Ballet School Diaries  #8),Alexandra Moss,1,144,2006,10458,,4
100006795,Angelina's Ballet Class,Katharine Holabird/Helen Craig,1,24,2006,10458,580,1
100006796,A Treasury of Dick and Jane and Friends (Dick and Jane),Pearson Scott Foresman/William S. Gray,1,200,2003,10458,,5
100006797,Who Was Mark Twain?,April Jones Prince/Nancy Harrison/John   O'Brien,1,112,2004,10458,533,3
100006798,Quiet Days in Clichy,Henry Miller,1,154,1994,10459,,8
100006799,Tropic of Cancer,Henry Miller/Jiří Níl,1,318,1994,10459,285,16
100006800,Tropic of Capricorn,Henry Miller,1,348,1994,10459,,14
100006801,Nexus (The Rosy Crucifixion  #3),Henry Miller,1,316,1994,10459,,13
100006802,Sexus (The Rosy Crucifixion  #1),Henry Miller,1,506,1994,10459,92,20
100006803,Reservation Blues,Sherman Alexie,1,306,2005,10459,480,15
100006804,Four Blondes,Candace Bushnell,1,256,2001,10459,382,13
100006805,Naked Lunch,William S. Burroughs/James Grauerholz/Barry Miles,1,289,2004,10459,230,13
100006806,Cold Mountain,Charles Frazier,1,356,2006,10459,689,12
100006807,This Boy's Life,Tobias Wolff,1,304,2000,10459,,9
100006808,The Labyrinth of Solitude and Other Writings,Octavio Paz/Lysander Kemp/Yara Milos,1,398,1994,10459,878,9
100006809,The Bald Soprano and Other Plays,Eugène Ionesco/Donald M. Allen,1,160,1994,10459,380,9
100006810,Three Plays: Exit the King / The Killer / Macbett,Eugène Ionesco/Charles Marowitz/Donald   Watson,1,105,1994,10459,762,5
100006811,Please Kill Me: The Uncensored Oral History of Punk,Legs McNeil/Gillian McCain,1,452,2006,10459,166,12
100006812,Edie,Jean Stein/George Plimpton,1,564,1994,10459,,13
100006813,The Passion,Jeanette Winterson,1,176,1997,10459,,4
100006814,Sexing the Cherry,Jeanette Winterson,1,167,1998,10459,,4
100006815,Cosmos and Pornografia: Two Novels,Witold Gombrowicz/Alastair Hamilton/Eric Mosbacher,1,362,1994,10459,627,13
100006816,The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance,Ron Chernow,1,812,2001,10459,,20
100006817,Empire of the Senseless,Kathy Acker,1,240,1994,10459,,9
100006818,Great Expectations,Kathy Acker,1,128,1994,10459,54,5
100006819,Rock 'n' Roll,Tom Stoppard,1,144,2007,10459,326,4
100006820,Every Good Boy Deserves Favor & Professional Foul,Tom Stoppard,1,188,1994,10459,,5
100006821,Lord Malquist and Mr. Moon,Tom Stoppard,1,200,2006,10459,,10
100006822,The Eternal Frontier: An Ecological History of North America and Its Peoples,Tim Flannery,1,432,2002,10459,,13
100006823,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,1,126,1994,10459,497,5
100006824,Practicalities,Marguerite Duras/Barbara Bray,1,143,1993,10459,,5
100006825,India Song,Marguerite Duras/Barbara Bray,1,146,1994,10459,,3
100006826,On Love,Alain de Botton,1,194,2006,10459,771,6
100006827,The Wild Boys,William S. Burroughs,1,193,1994,10459,,6
100006828,Nova Express (The Nova Trilogy  #3),William S. Burroughs,1,192,1994,10459,,5
100006829,Last Words: The Final Journals,William S. Burroughs/James Grauerholz,1,273,2001,10459,161,7
100006830,The Soft Machine (The Nova Trilogy #1),William S. Burroughs,1,184,1994,10459,865,4
100006831,A Personal Matter,Kenzaburō Ōe/John Nathan,1,165,1994,10459,798,8
100006832,The Gospel According to Luke,Anonymous/Thomas Cahill,1,81,1999,10459,,4
100006833,Charlie Wilson's War: The Extraordinary Story of How the Wildest Man in Congress and a Rogue CIA Agent Changed the History of our Times,George Crile,1,560,2004,10459,,21
100006834,Pedro Páramo,Juan Rulfo/Margaret Sayers Peden/Susan Sontag,1,128,1994,10459,,4
100006835,Monster: The Autobiography of an L.A. Gang Member,Sanyika Shakur,1,400,2004,10459,,13
100006836,Parliament of Whores: A Lone Humorist Attempts to Explain the Entire U.S. Government,P.J. O'Rourke,1,240,2003,10459,,7
100006837,Layer Cake,J.J. Connolly,1,344,2004,10460,329,8
100006838,Granta 85: Hidden Histories,Ian Jack,1,254,2004,10461,50,7
100006839,Open City 6: The Only Woman He Ever Left,Open City Magazine/James Purdy/Daniel Pinchbeck/Michael Cunningham/Deborah Garrison/Rem Koolhaas/Rick Moody/Strawberry Saroyan/Debra Garrison,1,200,2000,10462,751,6
100006840,Mother's Milk,Edward St. Aubyn,1,240,2006,10462,,10
100006841,Che Guevara: A Revolutionary Life,Jon Lee Anderson/José Hernández/Leena Nivala,1,814,1998,10463,,38
100006842,Malcolm X Speaks: Selected Speeches and Statements,Malcolm X/George Breitman,1,240,1994,10464,57,8
100006843,Henry IV,Luigi Pirandello/Tom Stoppard,1,80,2005,10465,,2
100006844,El diablo de la botella,Robert Louis Stevenson/Diana Castellanos/Eleonora Garcia Larralde,9,77,2018,10466,383,2
100006845,El librero de Kabul,Åsne Seierstad,9,285,2004,10467,874,8
100006846,Standard Catalog of Smith & Wesson,Jim Supica/Richard Nahas,1,432,2007,10468,,13
100006847,Father Hunger: Fathers  Daughters & Food,Margo Maine/Craig L. Johnson,1,254,2003,10469,687,13
100006848,Madame Je-Sais-Tout,Roger Hargreaves,3,36,1997,10470,,2
100006849,Danny  Champion Du Monde,Roald Dahl,3,281,2001,10470,,9
100006850,3rd Degree,James Patterson/Andrew Gross/Carolyn McCormick,1,7,2004,10471,616,1
100006851,The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly/Len Cariou,1,12,2005,10471,,1
100006852,Dirty White Boys,Stephen Hunter/Will Patten,1,1,2006,10471,,1
100006853,Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.,Seth Godin/Malcolm Gladwell,1,234,2001,10472,205,5
100006854,Scar Tissue,Anthony Kiedis,1,465,2004,10472,,18
100006855,Lipstick Jungle,Candace Bushnell,1,496,2006,10472,,11
100006856,Lipstick Jungle,Candace Bushnell,1,532,2007,10472,,14
100006857,Jamie's Italy,Jamie Oliver/David Loftus/Chris Terry,1,320,2006,10472,269,7
100006858,Jamie's Dinners: The Essential Family Cookbook,Jamie Oliver/Marion Deuchars/David Loftus/Chris Terry,1,336,2004,10472,,15
100006859,The Pleasure of My Company,Steve Martin,1,176,2004,10472,,6
100006860,Shopgirl,Steve Martin,1,130,2000,10472,428,4
100006861,There's No Place Like Here,Cecelia Ahern,1,340,2007,10472,440,11
100006862,For One More Day,Mitch Albom,1,197,2006,10472,269,9
100006863,Wherever You Go  There You Are: Mindfulness Meditation in Everyday Life,Jon Kabat-Zinn,1,304,2005,10472,218,11
100006864,Betrayal of Trust: The Collapse of Global Public Health,Laurie Garrett/Steven M. Wolinsky,1,768,2001,10472,499,21
100006865,Wicked: The Grimmerie,David Cote/Stephen Schwartz/Joan Marcus/Winnie Holzman,1,192,2005,10472,381,7
100006866,The Alibi,Sandra Brown,1,564,2006,10472,,12
100006867,Charade,Sandra Brown,1,496,1995,10472,127,11
100006868,Best Kept Secrets,Sandra Brown,1,480,2003,10472,,11
100006869,Not a Genuine Black Man: Or  How I Claimed My Piece of Ground in the Lily-White Suburbs,Brian Copeland,1,272,2006,10472,878,8
100006870,Nigella Bites: From Family Meals to Elegant Dinners--Easy  Delectable Recipes for Any Occasion,Nigella Lawson/Francesca Yorke,1,254,2002,10472,148,13
100006871,Feast: Food to Celebrate Life,Nigella Lawson,1,480,2004,10472,751,13
100006872,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson,1,384,2005,10472,12,9
100006873,Dirty Jokes and Beer: Stories of the Unrefined,Drew Carey,1,256,2000,10472,,10
100006874,Reduced Shakespeare: The Attention-impaired Readers Guide to the World's Best Playwright,Reed Martin/Austin Tichenor,1,256,2006,10472,207,9
100006875,Nightingale's Song,Kate Pennington,1,219,2006,10473,,5
100006876,Le Royaume fantôme,Norton Juster,3,251,2003,10474,,9
100006877,Christopher et son monde  1929-1939,Christopher Isherwood,3,343,1981,10475,,18
100006878,Confessions  Books 1-13,Augustine of Hippo/Peter R.L. Brown/Frank Sheed,1,296,1993,10476,,9
